idal_mat_not,fk_idmateria_almatnotcur,fk_idnota_almatnotcur,fk_idalumno_almatnotcur,fk_idcurso_almatnotcur,valor_nota,obs,createdAt,updatedAt
813,1,3,13,1,8,eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique,2024-12-31,
814,2,3,14,2,2,erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis,2024-12-31,
815,3,3,15,3,3,ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet,2024-12-31,
816,4,3,16,4,5,duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel,2024-12-31,
817,1,3,17,1,2,duis mattis egestas metus aenean fermentum donec ut mauris eget,2024-12-31,
818,2,3,18,2,5,felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio,2024-12-31,
819,3,3,19,3,6,sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae,2024-12-31,
820,4,3,20,4,6,convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis,2024-12-31,
821,1,3,21,1,7,nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus,2024-12-31,
822,2,3,22,2,5,tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus,2024-12-31,
823,3,3,23,3,2,id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum,2024-12-31,
824,4,3,24,4,2,ligula vehicula consequat morbi a ipsum integer a nibh in quis justo,2024-12-31,
825,1,3,25,1,7,nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum,2024-12-31,
826,2,3,26,2,1,donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu,2024-12-31,
827,3,3,27,3,6,curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non,2024-12-31,
828,4,3,28,4,6,donec quis orci eget orci vehicula condimentum curabitur in libero ut massa,2024-12-31,
829,1,3,29,1,4,pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus,2024-12-31,
830,2,3,30,2,10,praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in,2024-12-31,
831,3,3,31,3,9,id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis,2024-12-31,
832,4,3,32,4,1,volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo,2024-12-31,
833,1,3,33,1,3,id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et,2024-12-31,
834,2,3,34,2,4,blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam,2024-12-31,
835,3,3,35,3,6,non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus,2024-12-31,
836,4,3,36,4,7,mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet,2024-12-31,
837,1,3,37,1,7,et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem,2024-12-31,
838,2,3,38,2,6,tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante,2024-12-31,
839,3,3,39,3,2,blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede,2024-12-31,
840,4,3,40,4,1,interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est,2024-12-31,
841,1,3,41,1,2,justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin,2024-12-31,
842,2,3,42,2,6,congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean,2024-12-31,
843,3,3,43,3,5,quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae,2024-12-31,
844,4,3,44,4,8,nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio,2024-12-31,
845,1,3,45,1,5,viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna,2024-12-31,
846,2,3,46,2,6,donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit,2024-12-31,
847,3,3,47,3,8,montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque,2024-12-31,
848,4,3,48,4,4,justo eu massa donec dapibus duis at velit eu est congue elementum in,2024-12-31,
849,1,3,49,1,2,nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea,2024-12-31,
850,2,3,50,2,4,ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna,2024-12-31,
851,3,3,51,3,3,consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non,2024-12-31,
852,4,3,52,4,6,nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede,2024-12-31,
853,1,3,53,1,4,penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum,2024-12-31,
854,2,3,54,2,3,imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer,2024-12-31,
855,3,3,55,3,7,mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a,2024-12-31,
856,4,3,56,4,3,vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit,2024-12-31,
857,1,3,57,1,3,non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa,2024-12-31,
858,2,3,58,2,6,nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id,2024-12-31,
859,3,3,59,3,4,eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam,2024-12-31,
860,4,3,60,4,5,eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus,2024-12-31,
861,1,3,61,1,5,arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu pede,2024-12-31,
862,2,3,62,2,5,molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna,2024-12-31,
863,3,3,63,3,3,venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue,2024-12-31,
864,4,3,64,4,2,ornare consequat lectus in est risus auctor sed tristique in,2024-12-31,
865,1,3,65,1,6,integer ac neque duis bibendum morbi non quam nec dui luctus,2024-12-31,
866,2,3,66,2,5,porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet,2024-12-31,
867,3,3,67,3,8,tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis,2024-12-31,
868,4,3,68,4,4,eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet,2024-12-31,
869,1,3,69,1,5,maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum,2024-12-31,
870,2,3,70,2,6,nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque,2024-12-31,
871,3,3,71,3,2,vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id,2024-12-31,
872,4,3,72,4,5,in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed,2024-12-31,
873,1,3,73,1,7,rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia,2024-12-31,
874,2,3,74,2,4,odio curabitur convallis duis consequat dui nec nisi volutpat eleifend,2024-12-31,
875,3,3,75,3,3,aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam,2024-12-31,
876,4,3,76,4,6,amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed,2024-12-31,
877,1,3,77,1,4,luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis,2024-12-31,
878,2,3,78,2,1,justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in,2024-12-31,
879,3,3,79,3,4,ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis,2024-12-31,
880,4,3,80,4,6,aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a,2024-12-31,
881,1,3,81,1,5,curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis,2024-12-31,
882,2,3,82,2,2,at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque,2024-12-31,
883,3,3,83,3,4,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,2024-12-31,
884,4,3,84,4,8,curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi,2024-12-31,
885,1,3,85,1,6,ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar,2024-12-31,
886,2,3,86,2,5,tortor sollicitudin mi sit amet lobortis sapien sapien non mi,2024-12-31,
887,3,3,87,3,1,nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac,2024-12-31,
888,4,3,88,4,9,rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec,2024-12-31,
889,1,3,89,1,7,ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit,2024-12-31,
890,2,3,90,2,3,tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna,2024-12-31,
891,3,3,91,3,2,augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra,2024-12-31,
892,4,3,92,4,0,imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet,2024-12-31,
893,1,3,93,1,8,diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue,2024-12-31,
894,2,3,94,2,7,odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit,2024-12-31,
895,3,3,95,3,6,donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan,2024-12-31,
896,4,3,96,4,3,faucibus accumsan odio curabitur convallis duis consequat dui nec nisi,2024-12-31,
897,1,3,97,1,7,praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada,2024-12-31,
898,2,3,98,2,4,id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac,2024-12-31,
899,3,3,99,3,4,ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede,2024-12-31,
900,4,3,100,4,4,nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu,2024-12-31,
901,1,3,101,1,8,interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis,2024-12-31,
902,2,3,102,2,9,vel accumsan tellus nisi eu orci mauris lacinia sapien quis,2024-12-31,
903,3,3,103,3,4,tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in,2024-12-31,
904,4,3,104,4,1,dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam,2024-12-31,
905,1,3,105,1,10,nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo,2024-12-31,
906,2,3,106,2,4,adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy,2024-12-31,
907,3,3,107,3,3,vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci,2024-12-31,
908,4,3,108,4,5,tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque,2024-12-31,
909,1,3,109,1,3,sapien a libero nam dui proin leo odio porttitor id consequat,2024-12-31,
910,2,3,110,2,5,sapien varius ut blandit non interdum in ante vestibulum ante,2024-12-31,
911,3,3,111,3,0,dapibus nulla suscipit ligula in lacus curabitur at ipsum ac,2024-12-31,
912,4,3,112,4,3,eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat,2024-12-31,
913,1,3,113,1,8,in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna,2024-12-31,
914,2,3,114,2,2,aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea,2024-12-31,
915,3,3,115,3,6,commodo vulputate justo in blandit ultrices enim lorem ipsum dolor,2024-12-31,
916,4,3,116,4,6,egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu,2024-12-31,
917,1,3,117,1,2,erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis,2024-12-31,
918,2,3,118,2,6,ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum,2024-12-31,
919,3,3,119,3,3,tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar,2024-12-31,
920,4,3,120,4,6,donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in,2024-12-31,
921,1,3,121,1,6,non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,2024-12-31,
922,2,3,122,2,2,dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et,2024-12-31,
923,3,3,123,3,5,non mauris morbi non lectus aliquam sit amet diam in magna bibendum,2024-12-31,
924,4,3,124,4,7,bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui,2024-12-31,
925,1,3,125,1,6,scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis,2024-12-31,
926,2,3,126,2,1,mi in porttitor pede justo eu massa donec dapibus duis at,2024-12-31,
927,3,3,127,3,1,consequat ut nulla sed accumsan felis ut at dolor quis odio consequat,2024-12-31,
928,4,3,128,4,4,facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque,2024-12-31,
929,1,3,129,1,3,condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget,2024-12-31,
930,2,3,130,2,6,nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem,2024-12-31,
931,3,3,131,3,0,turpis a pede posuere nonummy integer non velit donec diam,2024-12-31,
932,4,3,132,4,5,nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor,2024-12-31,
933,1,3,133,1,7,felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed,2024-12-31,
934,2,3,134,2,5,vel sem sed sagittis nam congue risus semper porta volutpat quam,2024-12-31,
935,3,3,135,3,3,elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing,2024-12-31,
936,4,3,136,4,6,a odio in hac habitasse platea dictumst maecenas ut massa quis,2024-12-31,
937,1,3,137,1,6,rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna,2024-12-31,
938,2,3,138,2,2,leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede,2024-12-31,
939,3,3,139,3,4,turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam,2024-12-31,
940,4,3,140,4,4,cras in purus eu magna vulputate luctus cum sociis natoque,2024-12-31,
941,1,3,141,1,2,massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo,2024-12-31,
942,2,3,142,2,5,ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,2024-12-31,
943,3,3,143,3,5,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est,2024-12-31,
944,4,3,144,4,4,metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus,2024-12-31,
945,1,3,145,1,7,ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc,2024-12-31,
946,2,3,146,2,3,condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan,2024-12-31,
947,3,3,147,3,4,id ligula suspendisse ornare consequat lectus in est risus auctor,2024-12-31,
948,4,3,148,4,3,risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante,2024-12-31,
949,1,3,149,1,0,ut erat curabitur gravida nisi at nibh in hac habitasse platea,2024-12-31,
950,2,3,150,2,7,quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at,2024-12-31,
